"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"Ben Smaltz",4,"R","white","male",1,"52",0,0.75385214,1,0,0.8565,0.925,16,"L",15,9,"IN",0,0.156,1,1,0,0,0,0.0685,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Milo Smith",10,"R","white","male",0,"59",0,0.595817265,1,0,0.8565,0.965,16,"L",6,9,"IN",0,0.156,1,1,0,0,0,0.1085,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Vernon Smith",26,"D","black","male",1,"14",1,1,0,0,0.8565,-0.808,16,"L",17,14,"IN",0,0.156,0,0,1,1,0,1.6645,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Edmond Soliday",10,"R","white","male",1,"4",0,0.554744935,1,0,0.8565,0.741,16,"L",14,10,"IN",0,0.156,1,1,0,0,0,0.1155,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Mike Speedy",6,"R","white","male",1,"90",0,1,0,0,0.8565,1.062,16,"L",6,6,"IN",0,0.156,1,1,0,0,0,0.2055,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Steven Stemler",10,"D","white","male",1,"71",0,0.838990555,1,0,0.8565,-0.161,16,"L",6,6,"IN",0,0.156,0,0,1,0,0,1.0175,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Gregory Steuerwald",10,"R","white","male",0,"40",0,1,1,0,0.8565,0.928,16,"L",15,16,"IN",0,0.156,1,1,0,0,0,0.0715,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Holli Sullivan",3,"R","white","female",0,"78",1,0.638342789,0,0,0.8565,1.007,16,"L",15,8,"IN",0,0.156,1,1,0,0,1,0.1505,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Vanessa Summers",25,"D","black","female",0,"99",1,1,0,0,0.8565,-0.923,16,"L",5,6,"IN",0,0.156,0,0,1,1,1,1.7795,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Jeffrey Thompson",18,"R","white","male",1,"28",0,0.827062229,0,0,0.8565,1.045,16,"L",4,7,"IN",0,0.156,1,1,0,0,0,0.1885,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Gerald Torr",20,"R","white","male",0,"39",0,0.732354903,1,1,0.8565,1.107,16,"L",5,7,"IN",0,0.156,1,1,0,0,0,0.2505,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Randy Truitt",8,"R","white","male",1,"26",0,1,0,0,0.8565,0.72,16,"L",18,16,"IN",0,0.156,1,1,0,0,0,0.1365,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Matthew Ubelhor",6,"R","white","male",0,"62",0,0.54973181,0,0,0.8565,0.895,16,"L",4,7,"IN",0,0.156,1,1,0,0,0,0.0385,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Heath VanNatter",6,"R","white","male",1,"38",0,1,0,0,0.8565,1.095,16,"L",12,10,"IN",0,0.156,1,1,0,0,0,0.2385,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Thomas Washburne",4,"R","white","male",0,"64",0,1,1,0,0.8565,0.865,16,"L",9,3,"IN",0,0.156,1,1,0,0,0,0.0085,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Timothy Wesco",6,"R","white","male",0,"21",0,0.669740376,0,0,0.8565,1.075,16,"L",4,12,"IN",0,0.156,1,1,0,0,0,0.2185,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"David Wolkins",28,"R","white","male",1,"18",0,1,1,0,0.8565,0.991,16,"L",6,3,"IN",0,0.156,1,1,0,0,0,0.1345,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Melanie Wright",2,"D","white","female",0,"35",0,0.506074546,0,0,0.8565,-0.365,16,"L",6,8,"IN",0,0.156,0,0,1,0,1,1.2215,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Dennis Zent",4,"R","white","male",0,"51",0,1,0,0,0.8565,0.929,16,"L",17,10,"IN",0,0.156,1,1,0,0,0,0.0725,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Cindy Ziemke",4,"R","white","female",0,"55",0,0.708744802,0,0,0.8565,0.866,16,"L",1,4,"IN",0,0.156,1,1,0,0,1,0.0095,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Lloyd Arnold",6,"R","white","male",0,"74",0,0.597169062,0,0,0.8555,0.745,18,"L",10,9,"IN",0,0.156,1,1,0,0,0,0.1105,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Terri Jo Austin",16,"D","white","female",0,"36",0,0.586890062,0,1,0.8555,-0.412,18,"L",8,20,"IN",0,0.156,0,0,1,0,1,1.2675,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Michael Aylesworth",4,"R","white","male",0,"11",0,0.605130768,0,0,0.8555,0.804,18,"L",14,6,"IN",0,0.156,1,1,0,0,0,0.0515,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Ronald Bacon",8,"R","white","male",1,"75",0,0.691610793,0,0,0.8555,0.762,18,"L",18,14,"IN",0,0.156,1,1,0,0,0,0.0935,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"James Baird",8,"R","white","male",1,"44",0,0.6895,0,0,0.8555,0.911,18,"L",10,5,"IN",0,0.156,1,1,0,0,0,0.0555,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Steve Bartels",1,"R","white","male",1,"74",1,0.6916108,0,0,0.8555,0.851,18,"L",4,9,"IN",0,0.156,1,1,0,0,0,0.0045,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"John Bartlett",10,"D","black","male",0,"95",0,0.872365113,0,0,0.8555,-0.948,18,"L",7,12,"IN",0,0.156,0,0,1,1,0,1.8035,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Patrick Bauer",48,"D","white","male",0,"6",0,1,0,0,0.8555,-0.725,18,"L",2,10,"IN",0,0.156,0,0,1,0,0,1.5805,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Robert Behning",26,"R","white","male",0,"91",0,1,1,0,0.8555,0.993,18,"L",11,10,"IN",0,0.156,1,1,0,0,0,0.1375,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Greg Beumer",5,"R","white","male",1,"33",1,1,0,0,0.8555,0.804,18,"L",6,6,"IN",0,0.156,1,1,0,0,0,0.0515,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Bruce Borders",4,"R","white","male",1,"45",0,1,0,0,0.8555,0.714,18,"L",0,5,"IN",0,0.156,1,1,0,0,0,0.1415,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Brian Bosma",32,"R","white","male",0,"88",0,0.652769284,1,1,0.8555,0.897,18,"L",35,5,"IN",0,0.156,1,1,0,0,0,0.0415,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Mike Braun",4,"R","white","male",1,"63",0,0.71751623,0,0,0.8555,0.871,18,"L",6,4,"IN",0,0.156,1,1,0,0,0,0.0155,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Timothy Brown",24,"R","white","male",0,"41",0,0.690788245,1,0,0.8555,1.164,18,"L",18,14,"IN",0,0.156,1,1,0,0,0,0.3085,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Charlie Brown",36,"D","black","male",1,"3",0,1,0,0,0.8555,-0.951,18,"L",6,16,"IN",0,0.156,0,0,1,1,0,1.8065,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Charles Burton",30,"R","white","male",1,"58",0,0.66644698,1,0,0.8555,0.972,18,"L",18,11,"IN",0,0.156,1,1,0,0,0,0.1165,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Martin Carbaugh",6,"R","white","male",0,"81",0,0.609062678,1,0,0.8555,0.803,18,"L",13,13,"IN",0,0.156,1,1,0,0,0,0.0525,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Robert Cherry",20,"R","white","male",1,"53",0,0.695052745,0,0,0.8555,0.959,18,"L",17,15,"IN",0,0.156,1,1,0,0,0,0.1035,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Edward Clere",10,"R","white","male",0,"72",0,0.572477296,0,0,0.8555,0.845,18,"L",24,21,"IN",0,0.156,1,1,0,0,0,0.0105,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Anthony Cook",4,"R","white","male",0,"32",0,0.748823191,0,0,0.8555,0.842,18,"L",11,14,"IN",0,0.156,1,1,0,0,0,0.0135,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Wes Culver",10,"R","white","male",0,"49",0,1,1,0,0.8555,1.01,18,"L",10,7,"IN",0,0.156,1,1,0,0,0,0.1545,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Steven Davisson",8,"R","white","male",0,"73",0,0.728085868,0,0,0.8555,0.862,18,"L",26,11,"IN",0,0.156,1,1,0,0,0,0.0065,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Edward DeLaney",10,"D","white","male",0,"86",0,0.622103735,0,0,0.8555,-0.51,18,"L",3,19,"IN",0,0.156,0,0,1,0,0,1.3655,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Dale DeVon",6,"R","white","male",1,"5",0,1,0,0,0.8555,1.02,18,"L",8,4,"IN",0,0.156,1,1,0,0,0,0.1645,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Ryan Dvorak",16,"D","white","male",0,"8",0,0.543768437,0,0,0.8555,-0.508,18,"L",1,4,"IN",0,0.156,0,0,1,0,0,1.3635,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Sean Eberhart",12,"R","white","male",1,"57",0,1,1,0,0.8555,0.833,18,"L",16,9,"IN",0,0.156,1,1,0,0,0,0.0225,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Jeff Ellington",3,"R","white","male",1,"62",1,0.590682725,0,0,0.8555,1.016,18,"L",6,6,"IN",0,0.156,1,1,0,0,0,0.1605,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Karen Engleman",2,"R","white","female",1,"70",0,0.65547427,0,0,0.8555,1.068,18,"L",6,9,"IN",0,0.156,1,1,0,0,1,0.2125,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Sue Errington",6,"D","white","female",1,"34",0,0.657042364,0,0,0.8555,-0.54,18,"L",8,7,"IN",0,0.156,0,0,1,0,1,1.3955,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Dan Forestal",6,"D","white","male",0,"100",0,0.671776804,0,0,0.8555,-0.413,18,"L",3,16,"IN",0,0.156,0,0,1,0,0,1.2685,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"William Friend",26,"R","white","male",1,"23",0,0.704419029,0,0,0.8555,0.933,18,"L",15,9,"IN",0,0.156,1,1,0,0,0,0.0775,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"David Frizzell",26,"R","white","male",0,"93",0,0.673508965,1,0,0.8555,0.972,18,"L",19,13,"IN",0,0.156,1,1,0,0,0,0.1165,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Randall Frye",8,"R","white","male",0,"67",0,0.770578724,1,0,0.8555,0.868,18,"L",15,14,"IN",0,0.156,1,1,0,0,0,0.0125,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Philip GiaQuinta",12,"D","white","male",0,"80",0,1,0,0,0.8555,-0.402,18,"L",6,19,"IN",0,0.156,0,0,1,0,0,1.2575,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Terry Goodin",18,"D","white","male",0,"66",0,0.603224464,0,1,0.8555,-0.254,18,"L",6,16,"IN",0,0.156,0,0,1,0,0,1.1095,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Doug Gutwein",10,"R","white","male",1,"16",0,0.68888542,1,0,0.8555,0.959,18,"L",11,9,"IN",0,0.156,1,1,0,0,0,0.1035,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
"Carey Hamilton",2,"D","white","female",0,"87",0,0.522454956,0,0,0.8555,-0.561,18,"L",7,11,"IN",0,0.156,0,0,1,0,1,1.4165,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,FALSE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0,0,0.241492552,0,-0.544,0.928,-0.567,0.88,0,0,-0.544,0,"INL18","L",18,"#0072B2",2018
"Richard Hamm",6,"R","white","male",0,"56",0,0.613150755,0,0,0.8555,0.871,18,"L",1,9,"IN",0,0.156,1,1,0,0,0,0.0155,22,102,11,72,0.215686275,0.107843137,0.705882353,0.294117647,TRUE,"R",0.124233645,"in",0.711534389,0.599351437,1,0.411764706,0.241492552,0.234143474,0.115025755,0.163653224,1,0.115025755,0,0,0,-0.544,0.928,-0.567,0.88,0.928,0,0,0,"INL18","L",18,"#D55E00",2018
